nct_id,name,city,state,zip
NCT01885208,Novo Nordisk Investigational Site,Rotterdam,,3021 HC
NCT01885208,Novo Nordisk Investigational Site,Rotterdam,,3039 BD
NCT01885208,Novo Nordisk Investigational Site,Venlo,,5912 BL
NCT01885208,Novo Nordisk Investigational Site,Zoetermeer,,2725 NA
NCT01885208,Novo Nordisk Investigational Site,Caguas,,00725
NCT01885208,Novo Nordisk Investigational Site,Manati,,00674
NCT01885208,Novo Nordisk Investigational Site,Belgrade,,11000
NCT01885208,Novo Nordisk Investigational Site,Belgrade,,11080
NCT01885208,Novo Nordisk Investigational Site,Kragujevac,,34000
NCT01885208,Novo Nordisk Investigational Site,Novi Sad,,21000
NCT01885208,Novo Nordisk Investigational Site,Basel,,4031
NCT01885208,Novo Nordisk Investigational Site,Genève 14,,1211
NCT01885208,Novo Nordisk Investigational Site,Luzern 16,,6000
NCT01885208,Novo Nordisk Investigational Site,St. Gallen,,9007
NCT01885208,Novo Nordisk Investigational Site,Zollikerberg,,8125
NCT01885208,Novo Nordisk Investigational Site,Ayr,,KA6 6DX
NCT01885208,Novo Nordisk Investigational Site,Bath,,BA1 3NG
NCT01885208,Novo Nordisk Investigational Site,Bradford-on-Avon,,BA15 1DQ
NCT01885208,Novo Nordisk Investigational Site,Haxey,,DN9 2HY
NCT01885208,Novo Nordisk Investigational Site,Headington,,OX3 7LE
NCT01885208,Novo Nordisk Investigational Site,Rotherham,,S651DA
NCT02863419,Novo Nordisk Investigational Site,Birmingham,Alabama,35222
NCT02863419,Novo Nordisk Investigational Site,Los Alamitos,California,90720
NCT02863419,Novo Nordisk Investigational Site,San Diego,California,92111
NCT02863419,Novo Nordisk Investigational Site,Denver,Colorado,80246
NCT02863419,Novo Nordisk Investigational Site,Hallandale Beach,Florida,33009
NCT02863419,Novo Nordisk Investigational Site,Jacksonville,Florida,32256
NCT02863419,Novo Nordisk Investigational Site,Miami,Florida,33155
NCT02863419,Novo Nordisk Investigational Site,Ocala,Florida,34470
NCT02863419,Novo Nordisk Investigational Site,Orlando,Florida,32801
NCT02863419,Novo Nordisk Investigational Site,Orlando,Florida,32804
NCT02863419,Novo Nordisk Investigational Site,Ormond Beach,Florida,32174-6302
NCT02863419,Novo Nordisk Investigational Site,Saint Petersburg,Florida,33713
NCT02863419,Novo Nordisk Investigational Site,West Palm Beach,Florida,33401
NCT02863419,Novo Nordisk Investigational Site,Peoria,Illinois,61603
NCT02863419,Novo Nordisk Investigational Site,Topeka,Kansas,66606
NCT02863419,Novo Nordisk Investigational Site,Slidell,Louisiana,70461-4231
NCT02863419,Novo Nordisk Investigational Site,Butte,Montana,59701
NCT02863419,Novo Nordisk Investigational Site,Lebanon,New Hampshire,03756
NCT02863419,Novo Nordisk Investigational Site,Teaneck,New Jersey,07666
NCT02863419,Novo Nordisk Investigational Site,Albany,New York,12203
NCT02863419,Novo Nordisk Investigational Site,Mineola,New York,11501
NCT02863419,Novo Nordisk Investigational Site,Greensboro,North Carolina,27408
NCT02863419,Novo Nordisk Investigational Site,Morganton,North Carolina,28655
NCT02863419,Novo Nordisk Investigational Site,Wilmington,North Carolina,28401
NCT02863419,Novo Nordisk Investigational Site,Dublin,Ohio,43016
NCT02863419,Novo Nordisk Investigational Site,Maumee,Ohio,43537
NCT02863419,Novo Nordisk Investigational Site,Norman,Oklahoma,73069
NCT02863419,Novo Nordisk Investigational Site,McMurray,Pennsylvania,15317
NCT02863419,Novo Nordisk Investigational Site,Summerville,South Carolina,29485
NCT02863419,Novo Nordisk Investigational Site,Bristol,Tennessee,37620-7352
NCT02863419,Novo Nordisk Investigational Site,Arlington,Texas,76012-4637
NCT02863419,Novo Nordisk Investigational Site,Dallas,Texas,75230
NCT02863419,Novo Nordisk Investigational Site,Dallas,Texas,75390-9302
NCT02863419,Novo Nordisk Investigational Site,Houston,Texas,77004-7000
NCT02863419,Novo Nordisk Investigational Site,North Richland Hills,Texas,76180
NCT02863419,Novo Nordisk Investigational Site,San Antonio,Texas,78229
NCT02863419,Novo Nordisk Investigational Site,San Antonio,Texas,78249
NCT02863419,Novo Nordisk Investigational Site,Newport News,Virginia,23606
NCT02863419,Novo Nordisk Investigational Site,Richmond,Virginia,23219
NCT02863419,Novo Nordisk Investigational Site,Virginia Beach,Virginia,23454
NCT02863419,Novo Nordisk Investigational Site,Karlovac,,47000
NCT02863419,Novo Nordisk Investigational Site,Osijek,,31 000
NCT02863419,Novo Nordisk Investigational Site,Slavonski Brod,,35 000
NCT02863419,Novo Nordisk Investigational Site,Zagreb,,10 000
NCT02863419,Novo Nordisk Investigational Site,Zagreb,,10000
NCT02863419,Novo Nordisk Investigational Site,Nachod,,54701
NCT02863419,Novo Nordisk Investigational Site,Plzen,,304 60
NCT02863419,Novo Nordisk Investigational Site,Praha 5,,150 00
NCT02863419,Novo Nordisk Investigational Site,Bochum,,44791
NCT02863419,Novo Nordisk Investigational Site,Duisburg,,47051
NCT02863419,Novo Nordisk Investigational Site,Falkensee,,14612
NCT02863419,Novo Nordisk Investigational Site,Hamburg,,22607
NCT02863419,Novo Nordisk Investigational Site,Ludwigshafen,,67059
NCT02863419,Novo Nordisk Investigational Site,Oldenburg I. Holst,,23758
NCT02863419,Novo Nordisk Investigational Site,Saint Ingbert-Oberwürzbach,,66386
NCT02863419,Novo Nordisk Investigational Site,Villingen-Schwenningen,,78048
NCT02863419,Novo Nordisk Investigational Site,Budapest,,1032
NCT02863419,Novo Nordisk Investigational Site,Budapest,,1042
NCT02863419,Novo Nordisk Investigational Site,Gyula,,5700
NCT02863419,Novo Nordisk Investigational Site,Kalocsa,,6300
NCT02863419,Novo Nordisk Investigational Site,Nagykanizsa,,8800
NCT02863419,Novo Nordisk Investigational Site,Szeged,,H-6725
NCT02863419,Novo Nordisk Investigational Site,Szigetvár,,7900
NCT02863419,Novo Nordisk Investigational Site,Szolnok,,5004
NCT02863419,Novo Nordisk Investigational Site,Székesfehérvár,,8000
NCT02863419,Novo Nordisk Investigational Site,Tatabánya,,2800
NCT02863419,Novo Nordisk Investigational Site,"Bunkyo-ku, Tokyo",,113-8655
NCT02863419,Novo Nordisk Investigational Site,"Kumamoto-shi,Kumamoto",,862 0976
NCT02863419,Novo Nordisk Investigational Site,"Mito-shi, Ibaraki",,310-0826
NCT02863419,Novo Nordisk Investigational Site,"Okawa-shi, Fukuoka",,831-0016
NCT02863419,Novo Nordisk Investigational Site,"Sapporo-shi, Hokkaido",,060-0001
NCT02863419,Novo Nordisk Investigational Site,"Shimotsuke-shi, Tochigi",,329-0433
NCT02863419,Novo Nordisk Investigational Site,"Suita-shi, Osaka",,564-0051
NCT02863419,Novo Nordisk Investigational Site,Tochigi,,323-0022
NCT02863419,Novo Nordisk Investigational Site,"Yamato-shi, Kanagawa",,242-0004
NCT02863419,Novo Nordisk Investigational Site,Ogre,,LV-5001
NCT02863419,Novo Nordisk Investigational Site,Riga,,LV-1002
NCT02863419,Novo Nordisk Investigational Site,Riga,,LV-1011
NCT02863419,Novo Nordisk Investigational Site,Riga,,LV-1038
NCT02863419,Novo Nordisk Investigational Site,Bialystok,,15-445
NCT02863419,Novo Nordisk Investigational Site,Bydgoszcz,,85-822
NCT02863419,Novo Nordisk Investigational Site,Gdansk,,80-214
NCT02863419,Novo Nordisk Investigational Site,Gniewkowo,,88-140
NCT02863419,Novo Nordisk Investigational Site,Krakow,,30-363
NCT02863419,Novo Nordisk Investigational Site,Poznan,,60-589
NCT02863419,Novo Nordisk Investigational Site,Szczecin,,70-506
NCT02863419,Novo Nordisk Investigational Site,Warszawa,,02-507
NCT02863419,Novo Nordisk Investigational Site,Wroclaw,,52-416
NCT02863419,Novo Nordisk Investigational Site,Toa Baja,,00949
NCT02863419,Novo Nordisk Investigational Site,Bardejov,,08501
NCT02863419,Novo Nordisk Investigational Site,Bratislava,,851 01
NCT02863419,Novo Nordisk Investigational Site,Kosice,,040 01
NCT02863419,Novo Nordisk Investigational Site,Nitra,,949 01
NCT02863419,Novo Nordisk Investigational Site,Roznava,,04801
NCT02863419,Novo Nordisk Investigational Site,Vrutky,,038 61
NCT02863419,Novo Nordisk Investigational Site,Benoni,Gauteng,1501
NCT02863419,Novo Nordisk Investigational Site,Johannesburg,Gauteng,2193
NCT02863419,Novo Nordisk Investigational Site,Durban,KwaZulu-Natal,4092
NCT02863419,Novo Nordisk Investigational Site,Durban,KwaZulu-Natal,4450
NCT02863419,Novo Nordisk Investigational Site,Cape Town,Western Cape,7500
NCT02863419,Novo Nordisk Investigational Site,Kyiv,,04114
NCT02863419,Novo Nordisk Investigational Site,Odesa,,65059
NCT02863419,Novo Nordisk Investigational Site,Vinnytsia,,21010
NCT02863419,Novo Nordisk Investigational Site,Ajman,,21499
NCT02863419,Novo Nordisk Investigational Site,Al Mafraq,,2951
NCT02863419,Novo Nordisk Investigational Site,Dubai,,4545
NCT02863419,Novo Nordisk Investigational Site,Rahba City,,34555
NCT02863419,Novo Nordisk Investigational Site,Umm Al Quwain,,24
NCT02863328,Novo Nordisk Investigational Site,Tuscumbia,Alabama,35674
NCT02863328,Novo Nordisk Investigational Site,Encino,California,91436
NCT02863328,Novo Nordisk Investigational Site,La Mesa,California,91942
NCT02863328,Novo Nordisk Investigational Site,Northridge,California,91325
NCT02863328,Novo Nordisk Investigational Site,Palm Springs,California,92262-6972
NCT02863328,Novo Nordisk Investigational Site,Poway,California,92064
NCT02863328,Novo Nordisk Investigational Site,Riverside,California,92506
NCT02863328,Novo Nordisk Investigational Site,Spring Valley,California,91978
NCT02863328,Novo Nordisk Investigational Site,Bradenton,Florida,34201
NCT02863328,Novo Nordisk Investigational Site,Jacksonville,Florida,32216
NCT02863328,Novo Nordisk Investigational Site,Jacksonville,Florida,32256
NCT02863328,Novo Nordisk Investigational Site,Jacksonville,Florida,32277
NCT02863328,Novo Nordisk Investigational Site,Miami Lakes,Florida,33014
NCT02863328,Novo Nordisk Investigational Site,Miami,Florida,33143
NCT02863328,Novo Nordisk Investigational Site,Orlando,Florida,32801
NCT02863328,Novo Nordisk Investigational Site,Oviedo,Florida,32765
NCT02863328,Novo Nordisk Investigational Site,Atlanta,Georgia,30328
NCT02863328,Novo Nordisk Investigational Site,Perry,Georgia,31069
NCT02863328,Novo Nordisk Investigational Site,Meridian,Idaho,83646
NCT02863328,Novo Nordisk Investigational Site,Peoria,Illinois,61603
NCT02863328,Novo Nordisk Investigational Site,Evansville,Indiana,47713
NCT02863328,Novo Nordisk Investigational Site,Indianapolis,Indiana,46254
NCT02863328,Novo Nordisk Investigational Site,Lexington,Kentucky,40502
NCT02863328,Novo Nordisk Investigational Site,Lexington,Kentucky,40503
NCT02863328,Novo Nordisk Investigational Site,Baton Rouge,Louisiana,70808-4124
NCT02863328,Novo Nordisk Investigational Site,Rockville,Maryland,20852
NCT02863328,Novo Nordisk Investigational Site,Boston,Massachusetts,02118
NCT02863328,Novo Nordisk Investigational Site,Buckley,Michigan,49620
NCT02863328,Novo Nordisk Investigational Site,Kalamazoo,Michigan,49009
NCT02863328,Novo Nordisk Investigational Site,Butte,Montana,59701
NCT02863328,Novo Nordisk Investigational Site,Albany,New York,12203
NCT02863328,Novo Nordisk Investigational Site,Northport,New York,11768
NCT02863328,Novo Nordisk Investigational Site,Wilmington,North Carolina,28401
NCT02863328,Novo Nordisk Investigational Site,Cincinnati,Ohio,45245
NCT02863328,Novo Nordisk Investigational Site,Mason,Ohio,45040-6815
NCT02863328,Novo Nordisk Investigational Site,Philadelphia,Pennsylvania,19140
NCT02863328,Novo Nordisk Investigational Site,Greer,South Carolina,29651
NCT02863328,Novo Nordisk Investigational Site,Humboldt,Tennessee,38343
NCT02863328,Novo Nordisk Investigational Site,Kingsport,Tennessee,37660
NCT02863328,Novo Nordisk Investigational Site,Arlington,Texas,76012-4637
NCT02863328,Novo Nordisk Investigational Site,Dallas,Texas,75230
NCT02863328,Novo Nordisk Investigational Site,Houston,Texas,77004
NCT02863328,Novo Nordisk Investigational Site,Houston,Texas,77074
NCT02863328,Novo Nordisk Investigational Site,Katy,Texas,77450
NCT02863328,Novo Nordisk Investigational Site,San Antonio,Texas,78209
NCT02863328,Novo Nordisk Investigational Site,San Antonio,Texas,78228-3419
NCT02863328,Novo Nordisk Investigational Site,San Antonio,Texas,78258
NCT02863328,Novo Nordisk Investigational Site,Richmond,Virginia,23219
NCT02863328,Novo Nordisk Investigational Site,Caba,,C1417EYG
NCT02863328,Novo Nordisk Investigational Site,Capital Federal,,1405
NCT02863328,Novo Nordisk Investigational Site,Córdoba,,X5006IKK
NCT02863328,Novo Nordisk Investigational Site,Córdoba,,X5016KEH
NCT02863328,Novo Nordisk Investigational Site,São Paulo,Sao Paulo,01228-000
NCT02863328,Novo Nordisk Investigational Site,Porto Alegre,,90035-170
NCT02863328,Novo Nordisk Investigational Site,Sao Paulo,,05437-010
NCT02863328,Novo Nordisk Investigational Site,Karlovac,,47000
NCT02863328,Novo Nordisk Investigational Site,Krapinske Toplice,,49217
NCT02863328,Novo Nordisk Investigational Site,Pula,,52100
NCT02863328,Novo Nordisk Investigational Site,Virovitica,,33000
NCT02863328,Novo Nordisk Investigational Site,Zagreb,,10 000
NCT02863328,Novo Nordisk Investigational Site,Zagreb,,10000
NCT02863328,Novo Nordisk Investigational Site,Athens,,115 25
NCT02863328,Novo Nordisk Investigational Site,Athens,,GR-10552
NCT02863328,Novo Nordisk Investigational Site,Thessaloniki,,GR-54636
NCT02863328,Novo Nordisk Investigational Site,Thessaloniki,,GR-54642
NCT02863328,Novo Nordisk Investigational Site,Thessaloniki,,GR-54643
NCT02863328,Novo Nordisk Investigational Site,Thessaloniki,,GR-57001
NCT02863328,Novo Nordisk Investigational Site,Thessaloniki,,GR-57010
NCT02863328,Novo Nordisk Investigational Site,Budapest,,1139
NCT02863328,Novo Nordisk Investigational Site,Budapest,,1152
NCT02863328,Novo Nordisk Investigational Site,Cegléd,,2700
NCT02863328,Novo Nordisk Investigational Site,Nyíregyhaza,,4400
NCT02863328,Novo Nordisk Investigational Site,Salgótarján,,3100
NCT02863328,Novo Nordisk Investigational Site,Szekszárd,,7100
NCT02863328,Novo Nordisk Investigational Site,Bologna,,40138
NCT02863328,Novo Nordisk Investigational Site,Lucca,,55100
NCT02863328,Novo Nordisk Investigational Site,Palermo,,90127
NCT02863328,Novo Nordisk Investigational Site,Roma,,00133
NCT02863328,Novo Nordisk Investigational Site,Roma,,00161
NCT02863328,Novo Nordisk Investigational Site,Siena,,53100
NCT02863328,Novo Nordisk Investigational Site,Bialystok,,15-435
NCT02863328,Novo Nordisk Investigational Site,Lublin,,20-538
NCT02863328,Novo Nordisk Investigational Site,Pulawy,,24-100
NCT02863328,Novo Nordisk Investigational Site,Warszawa,,00-911
NCT02863328,Novo Nordisk Investigational Site,Wroclaw,,50-127
NCT02863328,Novo Nordisk Investigational Site,Zabrze,,41-800
NCT02863328,Novo Nordisk Investigational Site,Kazan,,420012
NCT02863328,Novo Nordisk Investigational Site,Moscow,,117292
NCT02863328,Novo Nordisk Investigational Site,Saint Petersburg,,194291
NCT02863328,Novo Nordisk Investigational Site,Saint-Petersburg,,194356
NCT02863328,Novo Nordisk Investigational Site,Saratov,,410053
NCT02863328,Novo Nordisk Investigational Site,Tumen,,625023
NCT02863328,Novo Nordisk Investigational Site,Kragujevac,,34000
NCT02863328,Novo Nordisk Investigational Site,Nis,,18000
NCT02863328,Novo Nordisk Investigational Site,Novi Sad,,21000
NCT02863328,Novo Nordisk Investigational Site,Almería,,04001
NCT02863328,Novo Nordisk Investigational Site,Centelles (Barcelona),,08540
NCT02863328,Novo Nordisk Investigational Site,Hospitalet de Llobregat,,08907
NCT02863328,Novo Nordisk Investigational Site,La Roca del Vallés,,08430
NCT02863328,Novo Nordisk Investigational Site,Pozuelo de Alarcon,,28223
NCT02863328,Novo Nordisk Investigational Site,Sevilla,,41009
NCT02863328,Novo Nordisk Investigational Site,Sevilla,,41010
NCT02863328,Novo Nordisk Investigational Site,Valencia,,46010
NCT02863328,Novo Nordisk Investigational Site,Vic (Barcelona),,08500
NCT02863328,Novo Nordisk Investigational Site,"Bangkoknoi, Bangkok",,10700
NCT02863328,Novo Nordisk Investigational Site,Bangkok,,10400
NCT02607865,Novo Nordisk Investigational Site,Anniston,Alabama,36207
NCT02607865,Novo Nordisk Investigational Site,Birmingham,Alabama,35211
NCT02607865,Novo Nordisk Investigational Site,Tuscumbia,Alabama,35674
NCT02607865,Novo Nordisk Investigational Site,Glendale,Arizona,85308
NCT02607865,Novo Nordisk Investigational Site,Little Rock,Arkansas,72212
NCT02607865,Novo Nordisk Investigational Site,Carmichael,California,95608
NCT02607865,Novo Nordisk Investigational Site,Coronado,California,92118
NCT02607865,Novo Nordisk Investigational Site,Encino,California,91436
NCT02607865,Novo Nordisk Investigational Site,Fresno,California,93720
NCT02607865,Novo Nordisk Investigational Site,Los Alamitos,California,90720
NCT02607865,Novo Nordisk Investigational Site,Palm Springs,California,92262
NCT02607865,Novo Nordisk Investigational Site,Poway,California,92064
NCT02607865,Novo Nordisk Investigational Site,Walnut Creek,California,94598
NCT02607865,Novo Nordisk Investigational Site,Denver,Colorado,80220
NCT02607865,Novo Nordisk Investigational Site,Kissimmee,Florida,34741
NCT02607865,Novo Nordisk Investigational Site,New Port Richey,Florida,34652
NCT02607865,Novo Nordisk Investigational Site,Palm Harbor,Florida,34684
NCT02607865,Novo Nordisk Investigational Site,Plantation,Florida,33324
NCT02607865,Novo Nordisk Investigational Site,Port Charlotte,Florida,33952
NCT02607865,Novo Nordisk Investigational Site,Spring Hill,Florida,34609
NCT02607865,Novo Nordisk Investigational Site,Tampa,Florida,33607
NCT02607865,Novo Nordisk Investigational Site,Marietta,Georgia,30060
NCT02607865,Novo Nordisk Investigational Site,Perry,Georgia,31069
NCT02607865,Novo Nordisk Investigational Site,Honolulu,Hawaii,96814
NCT02607865,Novo Nordisk Investigational Site,Meridian,Idaho,83646
NCT02607865,Novo Nordisk Investigational Site,Gurnee,Illinois,60031
NCT02607865,Novo Nordisk Investigational Site,Peoria,Illinois,61602
NCT02607865,Novo Nordisk Investigational Site,Peoria,Illinois,61603
NCT02607865,Novo Nordisk Investigational Site,Avon,Indiana,46123
NCT02607865,Novo Nordisk Investigational Site,Park City,Kansas,67219
NCT02607865,Novo Nordisk Investigational Site,Lexington,Kentucky,40503
NCT02607865,Novo Nordisk Investigational Site,Louisville,Kentucky,40213
NCT02607865,Novo Nordisk Investigational Site,Paducah,Kentucky,42001
NCT02607865,Novo Nordisk Investigational Site,Paducah,Kentucky,42003
NCT02607865,Novo Nordisk Investigational Site,Metairie,Louisiana,70002
NCT02607865,Novo Nordisk Investigational Site,Natchitoches,Louisiana,71457-5881
NCT02607865,Novo Nordisk Investigational Site,Shreveport,Louisiana,71105
NCT02607865,Novo Nordisk Investigational Site,Rockville,Maryland,20852
NCT02607865,Novo Nordisk Investigational Site,Waltham,Massachusetts,02453
NCT02607865,Novo Nordisk Investigational Site,Flint,Michigan,48532
NCT02607865,Novo Nordisk Investigational Site,Sterling Heights,Michigan,48310-3503
NCT02607865,Novo Nordisk Investigational Site,Jefferson City,Missouri,65109
NCT02607865,Novo Nordisk Investigational Site,Butte,Montana,59701-1652
NCT02607865,Novo Nordisk Investigational Site,Teaneck,New Jersey,07666
NCT02607865,Novo Nordisk Investigational Site,Trenton,New Jersey,08611
NCT02607865,Novo Nordisk Investigational Site,Albuquerque,New Mexico,87102
NCT02607865,Novo Nordisk Investigational Site,New Windsor,New York,12553
NCT02607865,Novo Nordisk Investigational Site,Rochester,New York,14607
NCT02607865,Novo Nordisk Investigational Site,West Seneca,New York,14224
NCT02607865,Novo Nordisk Investigational Site,Charlotte,North Carolina,28277
NCT02607865,Novo Nordisk Investigational Site,High Point,North Carolina,27265
NCT02607865,Novo Nordisk Investigational Site,Statesville,North Carolina,28625
NCT02607865,Novo Nordisk Investigational Site,Whiteville,North Carolina,28472
NCT02607865,Novo Nordisk Investigational Site,Wilmington,North Carolina,28401
NCT02607865,Novo Nordisk Investigational Site,Fargo,North Dakota,58104
NCT02607865,Novo Nordisk Investigational Site,Cincinnati,Ohio,45219
NCT02607865,Novo Nordisk Investigational Site,Cincinnati,Ohio,45236
NCT02607865,Novo Nordisk Investigational Site,Columbus,Ohio,43203
NCT02607865,Novo Nordisk Investigational Site,Columbus,Ohio,43213
NCT02607865,Novo Nordisk Investigational Site,Franklin,Ohio,45005
NCT02607865,Novo Nordisk Investigational Site,Maumee,Ohio,43537
NCT02607865,Novo Nordisk Investigational Site,Istanbul,,
NCT02607865,Novo Nordisk Investigational Site,Toledo,Ohio,43623
NCT02607865,Novo Nordisk Investigational Site,Norman,Oklahoma,73069
NCT02607865,Novo Nordisk Investigational Site,Corvallis,Oregon,97330-3737
NCT02607865,Novo Nordisk Investigational Site,Jersey Shore,Pennsylvania,17740
NCT02607865,Novo Nordisk Investigational Site,McMurray,Pennsylvania,15317
NCT02607865,Novo Nordisk Investigational Site,Gaffney,South Carolina,29341
NCT02607865,Novo Nordisk Investigational Site,Greer,South Carolina,29651
NCT02607865,Novo Nordisk Investigational Site,Pelzer,South Carolina,29669
NCT02607865,Novo Nordisk Investigational Site,Summerville,South Carolina,29485
NCT02607865,Novo Nordisk Investigational Site,Bristol,Tennessee,37620-7352
NCT02607865,Novo Nordisk Investigational Site,Humboldt,Tennessee,38343
NCT02607865,Novo Nordisk Investigational Site,Jackson,Tennessee,38305
NCT02607865,Novo Nordisk Investigational Site,Amarillo,Texas,79106
NCT02607865,Novo Nordisk Investigational Site,Dallas,Texas,75226
NCT02607865,Novo Nordisk Investigational Site,Dallas,Texas,75230
NCT02607865,Novo Nordisk Investigational Site,Dallas,Texas,75246
NCT02607865,Novo Nordisk Investigational Site,Dallas,Texas,75390-9302
NCT02607865,Novo Nordisk Investigational Site,Houston,Texas,77074
NCT02607865,Novo Nordisk Investigational Site,Houston,Texas,77081
NCT02607865,Novo Nordisk Investigational Site,Longview,Texas,75605
NCT02607865,Novo Nordisk Investigational Site,Plano,Texas,75093
NCT02607865,Novo Nordisk Investigational Site,San Antonio,Texas,78209
NCT02607865,Novo Nordisk Investigational Site,San Antonio,Texas,78224
NCT02607865,Novo Nordisk Investigational Site,Sugar Land,Texas,77478
NCT02607865,Novo Nordisk Investigational Site,Waco,Texas,76710
NCT02607865,Novo Nordisk Investigational Site,Murray,Utah,84123
NCT02607865,Novo Nordisk Investigational Site,South Burlington,Vermont,05403
NCT02607865,Novo Nordisk Investigational Site,Richmond,Virginia,23219
NCT02607865,Novo Nordisk Investigational Site,Olympia,Washington,98502
NCT02607865,Novo Nordisk Investigational Site,Renton,Washington,98057
NCT02607865,Novo Nordisk Investigational Site,Spokane,Washington,99218
NCT02607865,Novo Nordisk Investigational Site,Milwaukee,Wisconsin,53202
NCT02607865,Novo Nordisk Investigational Site,Caba,,1425
NCT02607865,Novo Nordisk Investigational Site,Caba,,C1060ABA
NCT02607865,Novo Nordisk Investigational Site,Caba,,C1179AAB
NCT02607865,Novo Nordisk Investigational Site,Capital Federal,,C1056ABJ
NCT02607865,Novo Nordisk Investigational Site,Cordoba,,5000
NCT02607865,Novo Nordisk Investigational Site,Córdoba,,5008
NCT02607865,Novo Nordisk Investigational Site,São Paulo,Sao Paulo,01228-200
NCT02607865,Novo Nordisk Investigational Site,Angers,,49000
NCT02607865,Novo Nordisk Investigational Site,Chalons-en-Champagne Cedex,,51005
NCT02607865,Novo Nordisk Investigational Site,DIJON cedex,,21079
NCT02607865,Novo Nordisk Investigational Site,LA ROCHE-sur-YON cedex 9,,85295
NCT02607865,Novo Nordisk Investigational Site,LA ROCHELLE cedex,,17019
NCT02607865,Novo Nordisk Investigational Site,Le Creusot,,71200
NCT02607865,Novo Nordisk Investigational Site,Limoges,,87000
NCT02607865,Novo Nordisk Investigational Site,Marseille,,13006
NCT02607865,Novo Nordisk Investigational Site,Nanterre,,92014
NCT02607865,Novo Nordisk Investigational Site,Nantes Cedex 01,,448093
NCT02607865,Novo Nordisk Investigational Site,Nantes,,44200
NCT02607865,Novo Nordisk Investigational Site,Narbonne,,11108
NCT02607865,Novo Nordisk Investigational Site,Paris,,75877
NCT02607865,Novo Nordisk Investigational Site,PERPIGNAN cedex,,66046
NCT02607865,Novo Nordisk Investigational Site,Périgueux,,24019
NCT02607865,Novo Nordisk Investigational Site,Venissieux,,69200
NCT02607865,Novo Nordisk Investigational Site,Bad Mergentheim,,97980
NCT02607865,Novo Nordisk Investigational Site,Berlin,,12163
NCT02607865,Novo Nordisk Investigational Site,Dresden,,01307
NCT02607865,Novo Nordisk Investigational Site,Elsterwerda,,04910
NCT02607865,Novo Nordisk Investigational Site,Essen,,45219
NCT02607865,Novo Nordisk Investigational Site,Falkensee,,14612
NCT02607865,Novo Nordisk Investigational Site,Friedrichsthal,,66299
NCT02607865,Novo Nordisk Investigational Site,Hamburg,,22607
NCT02607865,Novo Nordisk Investigational Site,Leipzig,,04103
NCT02607865,Novo Nordisk Investigational Site,Münster,,48145
NCT02607865,Novo Nordisk Investigational Site,Saint Ingbert-Oberwürzbach,,66386
NCT02607865,Novo Nordisk Investigational Site,Stuttgart,,70378
NCT02607865,Novo Nordisk Investigational Site,Hyderabad,Andhra Pradesh,500034
NCT02607865,Novo Nordisk Investigational Site,Hyderabad,Andhra Pradesh,500072
NCT02607865,Novo Nordisk Investigational Site,Gurgaon,Haryana,122001
NCT02607865,Novo Nordisk Investigational Site,Bangalore,Karnataka,560 017
NCT02607865,Novo Nordisk Investigational Site,Mumbai,Maharashtra,4000016
NCT02607865,Novo Nordisk Investigational Site,Mumbai,Maharashtra,400008
NCT02607865,Novo Nordisk Investigational Site,Pune,Maharashtra,411040
NCT02607865,Novo Nordisk Investigational Site,New Dehli,New Delhi,110029
NCT02607865,Novo Nordisk Investigational Site,Bhubaneshwar,Orissa,751003
NCT02607865,Novo Nordisk Investigational Site,Chandigarh,Punjab,160012
NCT02607865,Novo Nordisk Investigational Site,Jaipur,Rajasthan,302004
NCT02607865,Novo Nordisk Investigational Site,Jaipur,Rajasthan,302006
NCT02607865,Novo Nordisk Investigational Site,Chennai,Tamil Nadu,600 013
NCT02607865,Novo Nordisk Investigational Site,Chennai,Tamil Nadu,600086
NCT02607865,Novo Nordisk Investigational Site,Vellore,Tamil Nadu,632004
NCT02607865,Novo Nordisk Investigational Site,Kolkata,West Bengal,700014
NCT02607865,Novo Nordisk Investigational Site,Kolkata,West Bengal,700020
NCT02607865,Novo Nordisk Investigational Site,Kolkata,West Bengal,700064
NCT02607865,Novo Nordisk Investigational Site,Haifa,,31096
NCT02607865,Novo Nordisk Investigational Site,Holon,,58100
NCT02607865,Novo Nordisk Investigational Site,Jerusalem,,91120
NCT02607865,Novo Nordisk Investigational Site,Kfar Saba,,44281
NCT02607865,Novo Nordisk Investigational Site,Petah-Tikva,,49100
NCT02607865,Novo Nordisk Investigational Site,Ra'anana,,43452
NCT02607865,Novo Nordisk Investigational Site,Tel Aviv,,6937947
NCT02607865,Novo Nordisk Investigational Site,Tel-Aviv,,64239
NCT02607865,Novo Nordisk Investigational Site,"Asahikawa-shi, Hokkaido",,070-0002
NCT02607865,Novo Nordisk Investigational Site,Gunma,,373-0036
NCT02607865,Novo Nordisk Investigational Site,Hokkaido,,060-0062
NCT02607865,Novo Nordisk Investigational Site,Ibaraki,,311-0113
NCT02607865,Novo Nordisk Investigational Site,"Iruma-shi, Saitama",,358-0011
NCT02607865,Novo Nordisk Investigational Site,Kanagawa,,235-0045
NCT02607865,Novo Nordisk Investigational Site,"Kashiwara-shi, Osaka",,582-0005
NCT02607865,Novo Nordisk Investigational Site,"Kyoto-shi, Kyoto",,601-1495
