nct_id,outcome_type,title,time_frame
NCT02863328,Secondary,Change in Fasting LDL Cholesterol (Ratio to Baseline),"Week 0, week 26 and week 52"
NCT02863328,Secondary,Change in Fasting HDL Cholesterol (Ratio to Baseline),"Week 0, week 26 and week 52"
NCT02863328,Secondary,Change in Fasting VLDL Cholesterol (Ratio to Baseline),"Week 0, week 26 and week 52"
NCT02863328,Secondary,Change in Fasting Free Fatty Acids (Ratio to Baseline),"Week 0, week 26 and week 52"
NCT02863328,Secondary,Change in Fasting Triglycerides (Ratio to Baseline),"Week 0, week 26 and week 52"
NCT02863328,Secondary,Participants Who Achieve HbA1c <7.0 % (53 mmol/Mol) ADA Target (Yes/no),Week 26 and week 52
NCT02863328,Secondary,Change in Amylase (Ratio to Baseline),"Week 0, week 26, week 52"
NCT02863328,Secondary,"Participants Who Achieve HbA1c ≤6.5% (48 mmol/Mol), AACE Target (Yes/no)",Week 26 and week 52
NCT02863328,Secondary,Participants Who Achieve Weight Loss ≥5% (Yes/no),Week 26 and week 52
NCT02863328,Secondary,Participants Who Achieve Weight Loss ≥10% (Yes/no),Week 26 and week 52
NCT02863328,Secondary,Participants Who Achieve HbA1c <7.0 % (53 mmol/Mol) Without Hypoglycaemia (Severe or BG Confirmed Symptomatic Hypoglycaemia) and no Weight Gain (Yes/no),Week 26 and week 52
NCT02863328,Secondary,Participants Who Achieve HbA1c Reduction ≥1% (10.9 mmol/Mol) and Weight Loss ≥3% (Yes/no),Week 26 and week 52
NCT02863328,Secondary,Time to Additional Anti-diabetic Medication,Weeks 0-52
NCT02863328,Secondary,Time to Rescue Medication,Weeks 0-52
NCT02863328,Secondary,Number of Treatment-emergent Adverse Events (TEAE),Weeks 0-57
NCT02863328,Secondary,Change in Lipase (Ratio to Baseline),"Week 0, week 26, week 52"
NCT02863328,Secondary,Change in Blood Pressure (Systolic and Diastolic Blood Pressure),"Week 0, week 26, week 52"
NCT02863328,Secondary,Change in ECG,"Week 0, week 26, week 52"
NCT02863328,Secondary,Change in Physical Examination,"Week -2, week 52"
NCT02863328,Secondary,Change in Eye Examination,"Week -2, week 52"
NCT02863328,Secondary,Occurrence of Anti-semaglutide Binding Antibodies (Yes/no),Weeks 0-57
NCT02863328,Secondary,Occurrence of Anti-semaglutide Neutralising Antibodies (Yes/no),Weeks 0-57
NCT02863328,Secondary,Occurrence of Anti-semaglutide Binding Antibodies Cross Reacting With Native GLP-1 (Yes/no),Weeks 0-57
NCT02863328,Secondary,Occurrence of Anti-semaglutide Neutralising Antibodies Cross Reacting With Native GLP-1 (Yes/no),Weeks 0-57
NCT02863328,Secondary,Anti-semaglutide Binding Antibody Levels,Weeks 0-57
NCT02863328,Secondary,Number of Treatment-emergent Severe or Blood Glucose-confirmed Symptomatic Hypoglycaemic Episodes,Weeks 0-57
NCT02863328,Secondary,Participants With Treatment-emergent Severe or BG-confirmed Symptomatic Hypoglycaemic Episodes (Yes/no),Weeks 0-57
NCT02863328,Secondary,Semaglutide Plasma Concentrations for Population PK Analyses,Weeks 0-52
NCT02863328,Secondary,SNAC Plasma Concentrations,Weeks 0-52
NCT02863328,Secondary,"Change in Short Form Health Survey Version 2.0 (SF-36v2™, Acute Version) Health Survey: Scores From the 8 Domains and Summaries of the Physical Component Score (PCS) and the Mental Component Score (MCS)","Week 0, week 26, week 52"
NCT02863328,Secondary,Change in CoEQ: Scores From the 4 Domains and the 19 Items,"Week 0, week 26, week 52"
NCT02863419,Secondary,Change in Very Low Density Lipoprotein (VLDL) Cholesterol - Ratio to Baseline,"Week 0, week 26, week 52"
NCT02863419,Primary,Change in HbA1c (Week 26),"Week 0, week 26"
NCT02863419,Secondary,Change in Body Weight (Week 26),"Week 0, week 26"
NCT02863419,Secondary,Change in HbA1c (Week 52),"Week 0, week 52"
NCT02863419,Secondary,Change in Body Weight (Week 52),"Week 0, week 52"
NCT02863419,Secondary,Change in Body Weight (%),"Week 0, Week 26, Week 52"
NCT02863419,Secondary,Change in Fasting Plasma Glucose,"Week 0, week 26, week 52"
NCT02863419,Secondary,Change in Body Mass Index,"Week 0, week 26, week 52"
NCT02863419,Secondary,Change in Waist Circumference,"Week 0, week 26, week 52"
NCT02863419,Secondary,Change in Total Cholesterol - Ratio to Baseline,"Week 0, week 26, week 52"
NCT02863419,Secondary,Change in Low-density Lipoprotein (LDL) Cholesterol - Ratio to Baseline,"Week 0, week 26, week 52"
NCT02863419,Secondary,Change in High-density Lipoprotein (HDL) Cholesterol - Ratio to Baseline,"Week 0, week 26, week 52"
NCT02863419,Secondary,Change in Triglycerides - Ratio to Baseline,"Week 0, week 26, week 52"
NCT02863419,Secondary,Change in Free Fatty Acids - Ratio to Baseline,"Week 0, week 26, week 52"
NCT02863419,Secondary,Change in SMPG - Mean 7-point Profile,"Week 0, week 26, week 52"
NCT02863419,Secondary,Change in SMPG - Mean Postprandial Increment Over All Meals,"Week 0, week 26, week 52"
NCT02863419,Secondary,Participants Who Achieve HbA1c <7.0% (53 mmol/Mol) ADA Target (Yes/no),"Week 26, week 52"
NCT02863419,Secondary,Participants Who Achieve HbA1c <6.5% (48 mmol/Mol) AACE Target (Yes/no),"Week 26, week 52"
NCT02863419,Secondary,Participants Who Achieve Weight Loss ≥5% (Yes/no),"Week 26, week 52"
NCT02863419,Secondary,Participants Who Achieve Weight Loss ≥ 10% (Yes/no),"Week 26, week 52"
NCT02863419,Secondary,Participants Who Achieve HbA1c <7.0 % (53 mmol/Mol) Without Hypoglycaemia (Severe or BG Confirmed Symptomatic Hypoglycaemia) and no Weight Gain (Yes/no),"Week 26, week 52"
NCT02863419,Secondary,Participants Who Achieve HbA1c Reduction ≥1% (10.9 mmol/Mol) and Weight Loss ≥3% (Yes/no),"Week 26, week 52"
NCT02863419,Secondary,Time to Additional Anti-diabetic Medication,Weeks 0-52
NCT02863419,Secondary,Time to Rescue Medication,Weeks 0-52
NCT02863419,Secondary,Number of Treatment-emergent Adverse Events (TEAEs) During Exposure to Trial Product,Weeks 0-57
NCT02863419,Secondary,Change in Amylase - Ratio to Baseline,"Week 0, week 26, week 52"
NCT02863419,Secondary,Change in Lipase - Ratio to Baseline,"Week 0, week 26, week 52"
NCT02863419,Secondary,Change in Pulse Rate,"Week 0, week 26, week 52"
NCT02863419,Secondary,Change in SBP and DBP,"Week 0, week 26, week 52"
NCT02863419,Secondary,Change in ECG Evaluation,"Week 0, week 26, week 52"
NCT02863419,Secondary,Change in Physical Examination,"Week -2, week 52"
NCT02863419,Secondary,Change in Eye Examination Category,"Week -2, Week 52"
NCT02863419,Secondary,Occurrence of Anti-semaglutide Binding Antibodies (Yes/no),Weeks 0-57
NCT02863419,Secondary,Occurrence of Anti-semaglutide Neutralising Antibodies (Yes/no),Weeks 0-57
NCT02863419,Secondary,Occurrence of Anti-semaglutide Binding Antibodies Cross Reacting With Native GLP-1 (Yes/no),Week 0-57
NCT02863419,Secondary,Occurrence of Anti-semaglutide Neutralising Antibodies Cross Reacting With Native GLP-1 (Yes/no),Weeks 0-57
NCT02863419,Secondary,Anti-semaglutide Binding Antibody Levels,Weeks 0-57
NCT02863419,Secondary,Number of Treatment-emergent Severe or Blood Glucose-confirmed Symptomatic Hypoglycaemic Episodes,Weeks 0-57
NCT02863419,Secondary,Participants With Treatment-emergent Severe or BG-confirmed Symptomatic Hypoglycaemic Episodes,Weeks 0-57
NCT02863419,Secondary,Change in DTSQs: Individual Items and Total Treatment Satisfaction Score (6 of the 8 Items Summed),"Week 0, week 26, week 52"
NCT02906930,Secondary,Change in CRP - Ratio to Baseline,"Week 0, week 26"
NCT02906930,Secondary,Change in Body Weight (%),"Week 0, week 26"
NCT02906930,Primary,Change in HbA1c,"Week 0, week 26"
NCT02906930,Secondary,Change in Body Weight (kg),"Week 0, week 26"
NCT02906930,Secondary,Change in Fasting Plasma Glucose,"Week 0, week 26"
NCT02906930,Secondary,Change in Mean 7-point SMPG Profile,"Week 0, week 26"
NCT02906930,Secondary,Change in Mean Postprandial Increment Over All Meals in SMPG,"Week 0, week 26"
NCT02906930,Secondary,Change in Fasting Insulin - Ratio to Baseline,"Week 0, week 26"
NCT02906930,Secondary,Change in Fasting Pro-insulin - Ratio to Baseline,"Week 0, week 26"
NCT02906930,Secondary,Change in Fasting Glucagon - Ratio to Baseline,"Week 0, week 26"
NCT02906930,Secondary,Change in HOMA-IR (Insulin Resistance) - Ratio to Baseline,"Week 0, week 26"
NCT02906930,Secondary,Change in HOMA-B (Beta-cell Function) - Ratio to Baseline,"Week 0, week 26"
NCT02906930,Secondary,Change in BMI,"Week 0, week 26"
NCT02906930,Secondary,Change in Waist Circumference,"Week 0, week 26"
NCT02906930,Secondary,Change in Fasting Total Cholesterol - Ratio to Baseline,"Week 0, week 26"
NCT02906930,Secondary,Change in Fasting LDL Cholesterol - Ratio to Baseline,"Week 0, week 26"
NCT02906930,Secondary,Change in Fasting HDL Cholesterol - Ratio to Baseline,"Week 0, week 26"
NCT02906930,Secondary,Change in Fasting Triglycerides - Ratio to Baseline,"Week 0, week 26"
NCT02906930,Secondary,Participants Who Achieve HbA1c < 7.0 % (53 mmol/Mol) ADA Target (Yes/no),Week 26
NCT02906930,Secondary,Participants Who Achieve HbA1c ≤ 6.5 % (48 mmol/Mol) AACE Target (Yes/no),Week 26
NCT02906930,Secondary,Participants Who Achieve Body Weight Loss ≥ 5 % (Yes/no),Week 26
NCT02906930,Secondary,Participants Who Achieve Body Weight Loss ≥ 10 % (Yes/no),Week 26
NCT02906930,Secondary,Participants Who Achieve HbA1c < 7.0 % (53 mmol/Mol) Without Hypoglycaemia (Severe or BG-confirmed Symptomatic Hypoglycaemia) and Without Body Weight Gain (Yes/no),Week 26
NCT02906930,Secondary,Participants Who Achieve HbA1c Reduction ≥ 1.0% (10.9 mmol/Mol) and Weight Loss ≥ 3% (Yes/no),Week 26
NCT02906930,Secondary,Time to Additional Anti-diabetic Medication,Weeks 0-26
NCT02906930,Secondary,Time to Rescue Medication,Weeks 0-26
NCT02906930,Secondary,Number of Treatment-emergent Adverse Events (TEAEs),Approximately upto week 31
NCT02906930,Secondary,Change in Amylase - Ratio to Baseline,"Week 0, week 26"
NCT02906930,Secondary,Change in Lipase - Ratio to Baseline,"Week 0, week 26"
NCT02906930,Secondary,Change in Pulse Rate,"Week 0, week 26"
NCT02906930,Secondary,Change in Systolic Blood Pressure (SBP),"Week 0, week 26"
NCT02906930,Secondary,Change in Diastolic Blood Pressure (DBP),"Week 0, week 26"
NCT02906930,Secondary,Change in Electrocardiogram (ECG) Evaluation,"Week 0, week 26"
NCT02906930,Secondary,Change in Physical Examination,"Week 0, week 26"
NCT02906930,Secondary,Change in Eye Examination Category,"Week 0, week 26"
NCT02906930,Secondary,Occurrence of Anti-semaglutide Binding Antibodies (Yes/no),Weeks 0-31
NCT02906930,Secondary,Occurrence of Anti-semaglutide Neutralising Antibodies (Yes/no),Weeks 0-31
NCT02906930,Secondary,Occurrence of Anti-semaglutide Binding Antibodies Cross Reacting With Native GLP-1 (Yes/no),Weeks 0-31
NCT02906930,Secondary,Occurrence of Anti-semaglutide Neutralising Antibodies Cross Reacting With Native GLP-1 (Yes/no),Weeks 0-31
NCT02906930,Secondary,Anti-semaglutide Binding Antibody Levels,Weeks 0-31
NCT02906930,Secondary,Number of Treatment-emergent Severe or Blood Glucose-confirmed Symptomatic Hypoglycaemic Episodes During Exposure to Trial Product,Weeks 0-31
NCT02906930,Secondary,Participants With Treatment-emergent Severe or Blood Glucose-confirmed Symptomatic Hypoglycaemic Episodes During Exposure to Trial Product,Weeks 0-31
NCT02906930,Secondary,SNAC Plasma Concentrations,Weeks 0-26
NCT02906930,Secondary,Semaglutide Plasma Concentrations for Population PK Analysis,Weeks 0 - 26
NCT02906930,Secondary,"Change in SF-36v2 (Acute Version) Health Survey: Scores From the 8 Domains, the Physical Component Summary (PCS) and the Mental Component Summary (MCS)","Week 0, week 26"
NCT02906930,Secondary,IWQOL-Lite Clinical Trial Version: Total Score of the 22 Items (Used for Validation of the Questionnaire),"Week 0, week 26"
NCT02906930,Secondary,PGI-S Item: Scores of the Two Individual Items (Used for Validation of the IWQOL Questionnaire),Week 26
NCT02906930,Secondary,PGI-C Item: Scores of the Two Individual Items (Used for Validation of the IWQOL Questionnaire),Week 26
NCT03730662,Primary,Change From Baseline in Hemoglobin A1c (HbA1c) (10 mg and 15 mg),"Baseline, Week 52"
NCT03730662,Secondary,Change From Baseline in HbA1c (5 mg),"Baseline, Week 52"
NCT03730662,Secondary,Change From Baseline in Body Weight,"Baseline, Week 52"
NCT03730662,Secondary,Percentage of Participants With HbA1c of <7.0%,Week 52
NCT03730662,Secondary,Change From Baseline in Fasting Serum Glucose,"Baseline, Week 52"
NCT03730662,Secondary,Mean Change From Baseline in Daily Average 7-Point Self-Monitored Blood Glucose (SMBG) Values,"Baseline, Week 52"
NCT03730662,Secondary,Pharmacokinetics (PK): Steady State Area Under the Concentration Time Curve From Zero to Tau (AUC 0-Tau) of Tirzepatide,"1 to 24 hours, 24 to 96 hours, or 120 to 168 hours post dose of Week 7, 15, 23, 35"
NCT03730662,Secondary,Rate of Hypoglycemia With Blood Glucose <54 Milligram/Deciliter (mg/dL) [<3.0 (Millimole/Liter (mmol/L))] or Severe Hypoglycemia,Baseline through Week 52
NCT03882970,Primary,Change From Baseline in Hemoglobin A1c (HbA1c) (10 mg and 15 mg),"Baseline, Week 52"
NCT03882970,Secondary,Change From Baseline in HbA1c (5 mg),"Baseline, Week 52"
NCT03882970,Secondary,Change From Baseline in Body Weight,"Baseline, Week 52"
NCT03882970,Secondary,Change From Baseline in Fasting Serum Glucose,"Baseline, Week 52"
NCT03882970,Secondary,Percentage of Participants Achieving an HbA1c Target Value of <7%,Week 52
NCT03882970,Secondary,Mean Change From Baseline in Daily Average 7-Point Self-Monitored Blood Glucose (SMBG) Values,"Baseline, Week 52"
NCT03882970,Secondary,Percentage of Participants Who Achieved Weight Loss ≥5%,Week 52
NCT03882970,Secondary,"Diabetes Treatment Satisfaction as Measured by the Diabetes Treatment Satisfaction Questionnaire, Change Version (DTSQc) Hyperglycemia, Hypoglycemia and Treatment Satisfaction Score",Week 52
NCT03882970,Secondary,Rate of Hypoglycemia With Blood Glucose <54 Milligram/Deciliter (mg/dL) [<3.0 (Millimole/Liter (mmol/L))] or Severe Hypoglycemia,Baseline through Safety Follow-Up (Up to Week 56)
NCT03954834,Primary,Change From Baseline in Hemoglobin A1c (HbA1c),"Baseline, Week 40"
NCT03954834,Secondary,Change From Baseline in Body Weight,"Baseline, Week 40"
NCT03954834,Secondary,Percentage of Participants With HbA1c Target Value of <7%,Week 40
NCT03954834,Secondary,Change From Baseline in Fasting Serum Glucose,"Baseline, Week 40"
NCT03954834,Secondary,Percentage of Participants With HbA1c Target Value of <5.7%,Week 40
NCT03954834,Secondary,Mean Change From Baseline in Daily Average 7-Point Self-Monitored Blood Glucose (SMBG) Values,"Baseline, Week 40"
NCT03954834,Secondary,Percentage of Participants Who Achieved Weight Loss ≥5%,Week 40
NCT03954834,Secondary,Rate of Hypoglycemia With Blood Glucose <54 Milligram/Deciliter (mg/dL) [<3.0 Millimole/Liter (mmol/L)] or Severe Hypoglycemia,Baseline through end of safety follow-up (up to week 44)
NCT03954834,Secondary,Pharmacokinetics (PK): Steady State Area Under the Concentration Time Curve (AUC) of Tirzepatide,"Week 7, 15 and 23"
NCT03987919,Secondary,Percentage of Participants Achieving an HbA1c Target Value of <5.7%,Week 40
NCT03987919,Secondary,Change From Baseline in Body Weight,"Baseline, Week 40"
NCT03987919,Secondary,Percentage of Participants Achieving an HbA1c Target Value of <7%,Week 40
NCT03987919,Primary,Change From Baseline in Hemoglobin A1c (HbA1c) (10 mg and 15 mg),"Baseline, Week 40"
NCT03987919,Secondary,Change From Baseline in HbA1c (5 mg),"Baseline, Week 40"
NCT03987919,Secondary,Change From Baseline in Fasting Serum Glucose (FSG),"Baseline, Week 40"
NCT03987919,Secondary,Mean Change From Baseline in Daily Average 7-Point Self-Monitored Blood Glucose (SMBG) Values,"Baseline, Week 40"
NCT03987919,Secondary,Percentage of Participants Who Achieved Weight Loss ≥5%,Week 40
NCT03987919,Secondary,"Diabetes Treatment Satisfaction as Measured by the Diabetes Treatment Satisfaction Questionnaire, Change Version (DTSQc) Hyperglycemia, Hypoglycemia and Total Score","Baseline, Week 40"
NCT03987919,Secondary,Rate of Hypoglycemia With Blood Glucose <54 Milligram/Deciliter (mg/dL) [<3.0 Millimole/Liter (mmol/L)] or Severe Hypoglycemia,Baseline through Safety Follow-Up (Up to Week 44)
